Current (A),Battery Voltage (V),Accel X (m_s2),Accel Y (m_s2),Accel Z (m_s2),Gyro H (deg),Gyro R (deg),Gyro P (deg),Latitude,Longitude,GPS Status
8.21,19.5,-0.62,-0.13,9.6,0.0,-3.62,-0.75,20.7369,103.4547,A
8.3,19.35,-0.6,-0.12,9.58,0.0,-11.62,-0.75,20.7369,103.4547,A
8.28,19.49,-0.61,-0.13,9.59,0.0,-11.62,-0.75,20.7369,103.4547,A
8.22,19.52,-0.6,-0.12,9.58,0.0,-3.62,-0.75,20.7369,103.4547,A
8.24,19.3,-0.61,-0.13,9.58,0.0,-3.62,-0.75,20.7369,103.4547,A
8.28,19.46,-0.61,-0.12,9.56,0.0,-11.62,-0.75,20.7369,103.4547,A
8.2,19.5,-0.6,-0.14,9.58,0.0,-3.62,-0.75,20.7369,103.4547,A
8.27,19.28,-0.6,-0.14,9.57,0.0,-3.62,-0.75,20.7369,103.4547,A
8.25,19.52,-0.62,-0.14,9.58,0.0,-3.62,-0.75,20.7369,103.4547,A
8.21,19.52,-0.59,-0.12,9.57,0.0,-3.62,-0.75,2.7369,-103.4547,A
8.29,19.34,-0.61,-0.13,9.57,0.0,-11.62,-0.75,20.7369,-103.4547,A
8.24,19.45,-0.59,-0.13,9.59,0.0,-3.62,-0.75,20.7369,-103.4547,A
8.24,19.57,-0.61,-0.13,9.56,0.0,-3.62,-0.75,20.7369,-103.4547,A
8.26,19.33,-0.59,-0.13,9.56,0.0,-3.62,-0.75,20.7369,-103.4547,A
8.19,19.41,-0.6,-0.13,9.59,0.0,-3.62,-0.75,20.7369,-103.4547,A
8.24,19.53,-0.59,-0.11,9.57,0.0,-3.62,-0.75,20.7369,-103.4547,A
8.22,19.37,-0.57,-0.13,9.54,0.0,-3.62,-0.75,20.7369,-103.4547,A
8.26,19.44,-0.59,-0.12,9.57,0.0,-3.62,-0.75,20.7369,-103.4547,A
8.27,19.53,-0.61,-0.14,9.57,0.0,-3.62,-0.75,20.7369,-103.4547,A
8.3,19.37,-0.6,-0.12,9.56,0.0,-3.62,-0.75,20.7369,-103.4547,A
8.27,19.42,-0.63,-0.13,9.57,0.0,-3.62,-0.75,20.7369,-103.4547,A
8.18,19.49,-0.61,-0.12,9.55,0.0,-11.62,-0.75,20.7369,-103.4547,A
8.3,19.33,-0.62,-0.15,9.57,0.0,-3.62,-0.75,20.7369,-103.4547,A
8.29,19.5,-0.62,-0.12,9.55,0.0,-3.62,-0.75,20.7369,-103.4547,A
8.23,19.54,-0.62,-0.13,9.57,0.0,-3.62,-0.75,20.7369,-103.4547,A
8.27,19.39,-0.58,-0.14,9.57,0.0,-3.62,-0.75,20.7369,-103.4547,A
8.25,19.45,-0.62,-0.13,9.54,0.0,-3.62,-0.75,20.7369,-103.4547,A
8.22,19.53,-0.61,-0.13,9.57,0.0,-3.62,-0.75,20.7369,-103.4547,A
8.25,19.31,-0.61,-0.12,9.59,0.0,-3.62,-0.75,2.05,0.2,A
8.21,19.46,-0.61,-0.12,9.59,0.0,-11.62,-0.75,2.05,0.2,A
8.16,19.57,-0.63,-0.13,9.58,0.0,-11.62,-0.75,0.3333,20.737,A
8.25,19.28,-0.57,-0.12,9.57,0.0,-3.62,-0.75,0.3333,20.737,A
8.28,19.46,-0.6,-0.14,9.56,0.0,-11.62,-0.75,0.3333,20.737,A
8.18,19.61,-0.6,-0.15,9.58,0.0,-11.62,-0.75,0.3333,20.737,A
8.26,19.34,-0.59,-0.12,9.58,0.0,-3.62,-0.75,0.3333,20.737,A
8.24,19.46,-0.6,-0.13,9.57,0.0,-3.62,-0.75,0.3333,20.737,A
8.28,19.41,-0.61,-0.14,9.58,0.0,-3.62,-0.75,0.3333,20.737,A
8.28,19.35,-0.62,-0.12,9.61,0.0,-11.62,-0.75,0.3333,20.737,A
8.21,19.44,-0.61,-0.13,9.58,0.0,-3.62,-0.75,0.3333,20.737,A
8.22,19.54,-0.6,-0.13,9.58,0.0,-3.62,-0.75,0.3333,20.737,A
8.28,19.37,-0.59,-0.12,9.57,0.0,-3.62,-0.75,0.3333,20.737,A
8.27,19.44,-0.59,-0.14,9.57,0.0,-11.62,-0.75,0.3333,20.737,A
8.17,19.54,-0.61,-0.13,9.56,0.0,-11.62,-0.75,0.3333,20.737,A
8.3,19.34,-0.59,-0.13,9.56,0.0,-3.62,-0.75,0.3333,20.737,A
8.27,19.48,-0.62,-0.14,9.55,0.0,-3.62,-0.75,0.3333,20.737,A
8.14,19.52,-0.62,-0.14,9.58,0.0,-11.62,-0.75,0.3333,20.737,A
8.28,19.35,-0.6,-0.15,9.57,0.0,-3.62,-0.75,0.3333,20.737,A
8.26,19.46,-0.6,-0.13,9.56,0.0,-3.62,-0.75,0.3333,20.737,A
8.19,19.6,-0.62,-0.14,9.59,0.0,-3.62,-0.75,0.3333,20.737,A
8.27,19.33,-0.6,-0.13,9.55,0.0,-11.62,-0.75,0.3333,20.737,A
8.23,19.48,-0.6,-0.13,9.56,0.0,-3.62,-0.75,0.3333,20.737,A
8.23,19.59,-0.61,-0.1,9.57,0.0,-3.62,-0.75,20.737,-103.4548,A
8.23,19.34,-0.61,-0.13,9.57,0.0,-3.62,-0.75,20.737,-103.4548,A
8.28,19.46,-0.62,-0.12,9.6,0.0,-3.62,-0.75,20.737,-103.4548,A
8.24,19.52,-0.6,-0.13,9.58,0.0,-11.62,-0.75,20.737,-103.4548,A
8.24,19.38,-0.62,-0.13,9.58,0.0,-3.62,-0.75,20.737,-103.4548,A
8.24,19.45,-0.62,-0.14,9.55,0.0,-3.62,-0.75,20.737,-103.4548,A
8.22,19.54,-0.62,-0.12,9.59,0.0,-3.62,-0.75,20.737,-103.4548,A
8.27,19.39,-0.61,-0.13,9.57,0.0,-3.62,-0.75,20.737,-103.4548,A
8.19,19.44,-0.59,-0.12,9.55,0.0,-11.62,-0.75,20.737,-103.4548,A
8.21,19.54,-0.6,-0.14,9.56,0.0,-11.62,-0.75,20.737,-103.4548,A
8.27,19.33,-0.59,-0.12,9.57,0.0,-3.62,-0.75,20.737,-103.4548,A
8.19,19.49,-0.61,-0.14,9.57,0.0,-3.62,-0.75,20.737,-103.4548,A
8.17,19.61,-0.61,-0.13,9.58,0.0,-3.62,-0.75,20.7369,0.0,A
8.22,19.3,-0.61,-0.13,9.59,0.0,-3.62,-0.75,20.7369,0.0,A
8.22,19.48,-0.6,-0.12,9.55,0.0,-3.62,-0.75,20.7369,103.4547,A
8.24,19.54,-0.6,-0.12,9.59,0.0,-3.62,-0.75,20.7369,103.4547,A
8.26,19.35,-0.6,-0.12,9.56,0.0,-3.62,-0.75,20.7369,103.4547,A
8.21,19.46,-0.61,-0.12,9.58,0.0,-11.62,-0.75,20.7369,103.4547,A
8.25,19.5,-0.62,-0.12,9.57,0.0,-11.62,-0.75,20.7369,103.4547,A
8.29,19.37,-0.62,-0.12,9.57,0.0,-3.62,-0.75,20.7369,-103.4547,A
8.26,19.41,-0.61,-0.12,9.55,0.0,-3.62,-0.75,20.7369,-103.4547,A
8.2,19.52,-0.62,-0.12,9.59,0.0,-3.62,-0.75,20.7369,-103.4547,A
8.25,19.37,-0.59,-0.13,9.56,0.0,-3.62,-0.75,20.7369,-103.4547,A
8.27,19.41,-0.61,-0.13,9.6,0.0,-3.62,-0.75,20.7369,-103.4547,A
8.16,19.49,-0.62,-0.15,9.58,0.0,-3.62,-0.75,20.7369,-103.4547,A
8.28,19.34,-0.57,-0.14,9.57,0.0,-3.62,-0.75,20.7369,-103.4547,A
8.27,19.46,-0.6,-0.15,9.56,0.0,-3.62,-0.75,20.7369,-103.4547,A
8.22,19.56,-0.6,-0.12,9.56,0.0,-3.62,-0.75,20.7369,-103.4547,A
8.29,19.38,-0.6,-0.12,9.57,0.0,-3.62,-0.75,20.7369,0.0,A
8.17,19.46,-0.57,-0.13,9.57,0.0,-3.62,-0.75,20.7369,0.0,A
8.16,19.54,-0.62,-0.14,9.6,0.0,-3.62,-0.75,20.7369,0.0,A
8.2,19.35,-0.6,-0.13,9.57,0.0,-3.62,-0.75,20.737,-103.4547,A
8.27,19.5,-0.59,-0.12,9.59,0.0,-3.62,-0.75,20.737,-103.4547,A
8.23,19.54,-0.58,-0.14,9.59,0.0,-3.62,-0.75,20.737,-103.4547,A
8.19,19.31,-0.59,-0.14,9.57,0.0,-3.62,-0.75,20.737,-103.4547,A
8.27,19.44,-0.62,-0.14,9.57,0.0,-11.62,-0.75,20.737,-103.4547,A
8.2,19.54,-0.59,-0.13,9.6,0.0,-3.62,-0.75,20.737,-103.4547,A
8.25,19.31,-0.59,-0.14,9.59,0.0,-3.62,-0.75,20.737,-103.4547,A
8.24,19.45,-0.61,-0.15,9.56,0.0,-3.62,-0.75,20.737,-103.4547,A
8.24,19.56,-0.61,-0.13,9.58,0.0,-3.62,-0.75,20.737,-103.4547,A
8.3,19.35,-0.6,-0.13,9.57,0.0,-3.62,-0.75,20.737,-103.4547,A
8.21,19.44,-0.59,-0.12,9.55,0.0,-11.62,-0.75,20.737,-103.4547,A
8.24,19.5,-0.59,-0.13,9.58,0.0,-11.62,-0.75,20.737,-103.4547,A
8.3,19.35,1.05,-0.11,9.5,0.0,-3.62,-0.75,20.737,-103.4638,A
8.24,19.44,-0.05,-3.71,9.16,354.69,-0.38,-22.88,20.737,-103.4638,A
8.23,19.5,1.18,-6.84,7.37,16.19,6.25,-36.75,20.737,-103.4638,A
8.25,19.38,-0.33,-4.54,8.1,44.06,3.31,-36.19,20.737,-103.4638,A
8.27,19.46,-0.25,-2.95,7.73,54.62,-8.69,-23.69,20.737,-103.4638,A
8.15,19.46,-0.72,-2.3,9.33,96.06,-3.38,-15.5,20.737,-103.4638,A
8.3,19.33,326.97,325.36,9.44,96.0,-3.69,-14.94,20.737,-103.4638,A
8.29,19.48,-0.72,325.36,9.49,96.0,-3.81,-14.62,20.737,-103.4547,A
8.22,19.38,326.97,325.39,9.48,95.94,-11.94,2033.56,20.737,-103.4547,A
8.27,19.28,-0.73,-2.31,9.47,95.94,-3.94,2033.56,20.737,-103.4547,A
8.25,19.42,-0.73,-2.3,9.45,95.94,-3.94,-14.44,20.737,-103.4547,A
8.23,19.45,-0.7,-2.29,9.45,95.94,-3.94,-14.44,20.737,-103.4547,A
8.23,19.34,326.97,-2.3,9.44,95.94,-3.94,-14.44,20.737,-103.4547,A
8.29,19.46,326.95,325.4,9.48,95.94,-11.94,-14.44,20.737,-103.4547,A
8.25,19.49,326.96,325.41,9.47,95.94,-11.94,-14.44,20.737,-103.4547,A
8.23,19.28,-0.72,-2.31,9.44,95.94,-3.94,-14.44,20.737,-103.4547,A
8.26,19.38,-0.71,-2.28,9.5,95.94,-3.94,-14.44,20.737,-103.4547,A
8.25,19.48,-0.71,-2.26,9.47,95.94,-3.94,-14.44,20.737,-103.4547,A
8.26,19.26,326.95,325.4,9.47,95.94,-3.94,-14.44,20.737,-103.4547,A
8.26,19.42,-0.7,-2.28,9.46,95.94,-3.94,2033.56,20.737,-103.4547,A
8.21,19.49,-0.7,325.41,9.46,95.94,-3.94,2033.56,20.737,-103.4547,A
8.3,19.31,-0.68,-2.28,9.45,95.94,-3.94,2033.56,20.7369,-103.4546,A
8.23,19.42,-0.72,-2.29,9.49,95.94,-11.94,-14.44,20.7369,-103.4546,A
8.26,19.54,-0.72,-2.28,9.44,95.94,-3.94,-14.44,20.7369,-103.4546,A
8.27,19.28,-0.71,-2.28,9.47,95.94,-3.94,-14.44,20.7369,-103.4546,A
8.23,19.44,-0.72,325.41,9.48,95.94,-3.94,-14.44,20.7369,-103.4546,A
8.23,19.48,-0.73,-2.25,9.45,95.94,-3.94,-14.44,20.7369,0.0,A
8.22,19.31,326.95,325.4,9.45,95.94,-3.94,-14.44,20.7369,0.0,A
8.24,19.5,326.73,-0.04,9.67,72.06,-5.31,0.56,20.7369,0.0,A
8.17,19.57,-0.94,-0.05,9.67,72.06,-5.31,0.56,20.7369,0.0,A
8.26,19.33,-0.94,-0.04,9.66,72.06,2042.69,0.56,20.7369,0.0,A
8.23,19.49,-0.97,-0.03,9.67,72.06,-5.31,0.56,20.7369,0.0,A
8.12,19.5,-0.96,-0.04,9.67,72.06,-5.31,0.56,20.7369,0.0,A
8.21,19.33,326.74,-0.05,9.66,72.06,-5.31,0.56,20.7369,0.0,A
8.23,19.46,-0.96,-0.05,9.64,72.06,-5.31,0.56,20.7369,0.0,A
8.18,19.61,-0.96,-0.06,9.69,72.06,2034.69,0.56,20.7369,0.0,A
8.2,19.27,-0.95,-0.06,9.66,72.06,-5.31,0.56,20.7369,0.0,A
8.17,19.45,-0.97,-0.04,9.64,72.06,-5.31,0.56,20.7369,0.0,A
8.18,19.57,326.72,-0.05,9.67,72.06,-5.31,0.56,20.7369,-103.4546,A
8.18,19.33,-0.94,-0.03,9.67,72.06,-5.31,0.56,20.7369,-103.4546,A
8.27,19.46,-0.96,-0.05,9.67,72.06,-5.31,0.56,20.7369,-103.4546,A
8.24,19.53,-0.95,-0.02,9.63,72.06,-5.31,0.56,20.7369,-103.4546,A
8.28,19.34,-0.95,-0.05,9.66,72.06,-5.31,0.56,20.7369,-103.4546,A
8.24,19.44,-0.97,-0.07,9.69,72.06,-5.31,0.56,20.7369,-103.4546,A
8.21,19.53,-0.97,-0.05,9.68,72.06,-13.31,0.56,20.7369,-103.4546,A
8.29,19.38,-0.96,-0.05,9.65,72.06,-5.31,0.56,20.7369,-103.4546,A
8.24,19.46,-0.97,-0.05,9.66,72.06,-5.31,0.56,20.7369,-103.4546,A
8.22,19.48,-0.95,-0.05,9.67,72.06,-5.31,0.56,20.7369,-103.4546,A
8.29,19.35,-0.96,-0.03,9.67,72.06,-5.31,0.56,20.7369,-103.4546,A
8.24,19.44,326.72,-0.07,9.64,72.06,-13.31,0.56,20.7369,-103.4546,A
8.22,19.52,-0.95,-0.03,9.68,72.06,-13.31,0.56,20.7369,-103.4546,A
8.21,19.35,-0.96,-0.04,9.66,72.06,-5.31,0.56,20.7369,-103.4546,A
8.28,19.49,326.71,-0.05,9.67,72.06,-5.31,0.56,20.7369,-103.4546,A
8.23,19.5,326.75,-0.07,9.66,72.06,2042.69,0.56,20.7369,-103.4546,A
8.27,19.35,-0.95,-0.04,9.69,72.06,2042.69,0.56,20.7369,-103.4546,A
8.27,19.45,-0.97,-0.04,9.68,72.06,-5.31,0.56,20.7369,-103.4546,A
8.2,19.5,-0.95,-0.05,9.66,72.06,2042.69,0.56,20.7369,-103.4546,A
8.25,19.33,-0.95,-0.06,9.67,72.06,-5.31,0.56,20.7369,-103.4546,A
8.28,19.42,-0.96,-0.06,9.67,72.06,-5.31,0.56,20.7369,-103.4546,A
8.25,19.52,-0.95,-0.05,9.63,72.06,-5.31,0.56,20.7369,-103.4546,A
8.27,19.35,326.72,-0.04,9.65,72.06,-5.31,0.56,20.7369,1.05,A
8.18,19.44,-0.96,-0.05,9.66,72.06,2034.69,0.56,20.7369,1.05,A
8.25,19.53,327.0,-0.08,9.69,75.12,-3.19,0.19,20.7371,-103.4546,A
8.24,19.3,-0.69,-0.08,9.66,75.12,-11.25,0.19,20.7371,-103.4546,A
8.19,19.48,-0.71,-0.09,9.67,75.12,-3.25,0.19,20.7371,-103.4546,A
8.23,19.5,326.99,-0.08,9.7,75.12,-3.25,0.19,20.7371,-103.4546,A
8.21,19.33,-0.69,-0.07,9.67,75.12,-3.25,0.19,20.7371,-103.4546,A
8.24,19.38,-0.7,-0.07,9.65,75.12,-11.25,0.19,20.7371,-103.4546,A
8.22,19.5,-0.77,-0.09,9.67,75.12,-11.44,0.19,20.7371,-103.4546,A
8.28,19.35,-1.75,-0.88,9.81,69.38,-3.94,-0.62,20.7371,-103.4546,A
8.24,19.39,-2.06,-1.66,9.59,38.06,-5.56,-2.12,20.7371,-103.4546,A
8.17,19.5,-1.58,-0.38,9.71,41.56,-7.69,0.19,20.7371,-103.4546,A
8.28,19.37,-1.58,-0.38,9.78,42.94,2032.06,-0.69,20.7371,-103.4546,A
8.27,19.42,-1.52,-0.39,9.7,43.0,-8.12,-1.19,20.7371,-103.4546,A
8.21,19.49,-1.54,-0.41,9.65,43.06,-8.44,-1.62,20.7371,-103.4546,A
8.25,19.31,-1.52,-0.38,9.66,43.06,-8.5,-1.75,20.7371,-103.4546,A
8.23,19.44,-1.58,-0.37,9.74,43.06,-8.5,-1.81,20.7371,-103.4546,A
8.21,19.52,-1.53,-0.38,9.59,43.06,-8.56,-1.81,20.7371,-103.4546,A
8.24,19.28,-1.55,-0.37,9.6,43.12,-8.56,-1.81,20.7371,-103.4546,A
8.29,19.42,-1.4,1.19,9.37,49.31,2040.88,-2.5,20.7371,-103.4546,A
8.25,19.53,-1.43,-0.24,9.64,63.94,-7.69,-2.44,20.7371,-103.4546,A
8.26,19.35,-1.44,-0.23,9.65,63.88,-7.81,-2.19,20.7371,-103.4546,A
8.26,19.41,-1.41,-0.25,9.65,63.81,-7.88,-2.12,20.7371,-103.4546,A
8.19,19.52,-1.43,-0.24,9.65,63.81,-8.0,-1.94,20.7371,-103.4546,A
8.26,19.33,-1.42,-0.23,9.63,63.81,-8.0,-2.0,20.7371,-103.4546,A
8.23,19.38,-1.41,-0.14,9.55,52.31,-6.44,-2.56,20.7371,-103.4546,A
8.26,19.48,-1.02,-0.51,9.67,49.44,2034.38,-2.69,20.7371,-103.4546,A
8.29,19.34,-1.06,-0.45,9.67,46.44,-5.88,-2.44,20.7371,-103.4546,A
8.21,19.42,-1.04,-0.5,9.65,46.69,-5.62,-2.81,20.7371,-103.4546,A
8.23,19.44,-1.03,-0.51,9.67,46.69,2034.38,-2.81,20.7371,-103.4546,A
8.21,19.3,-0.87,-0.57,9.29,46.81,-5.75,-2.69,20.7371,-103.4546,A
8.27,19.94,-2.91,-2.91,9.85,51.38,-5.81,-3.0,20.7371,-103.4546,A
8.22,19.46,-1.23,-0.41,9.64,74.56,-6.44,-3.94,20.7371,-103.4546,X
8.27,19.34,-1.23,-0.39,9.65,74.5,-6.69,-3.38,20.7371,-103.4546,X
8.28,19.44,326.45,-0.41,9.66,74.5,-6.81,-3.12,20.7371,-103.4546,X
8.17,19.45,-1.23,-0.39,9.65,74.5,-6.88,-3.06,20.7371,-103.4546,X
8.28,19.26,-1.24,-0.38,9.62,74.5,-14.88,-3.06,20.7371,-103.4546,X
8.27,19.44,-1.23,-0.41,9.64,74.5,-6.88,-3.06,20.7371,-103.4546,X
8.24,19.48,326.46,-0.38,9.66,74.5,2041.12,-3.06,20.7371,-103.4546,X
8.26,19.31,-1.2,-0.39,9.66,74.5,-14.88,-3.06,20.7371,-103.4546,X
8.23,19.44,-1.4,-0.37,9.43,96.81,-7.38,-3.81,20.7371,-103.4546,X
8.27,19.49,-1.47,-0.32,9.63,96.75,-7.88,-2.88,20.7371,-103.4546,X
8.28,19.3,-1.43,-0.31,9.67,96.69,-8.06,-2.62,20.7371,-103.4546,A
8.27,19.45,-1.41,-0.32,9.65,96.69,-8.12,-2.5,20.7371,-103.4546,A
8.23,19.48,-1.45,-0.3,9.66,96.69,-8.12,-2.5,20.7371,-103.4546,A
8.19,19.35,-1.44,-0.32,9.66,96.69,-8.12,-2.5,20.7371,-103.4546,A
8.25,19.41,-1.43,-0.32,9.63,96.69,-8.12,-2.5,20.7371,-103.4546,A
8.21,19.54,-1.43,-0.31,9.67,96.69,-8.12,-2.5,20.7371,-103.4546,A
8.27,19.37,-1.43,-0.3,9.65,96.69,-8.12,-2.5,20.7371,-103.4546,A
8.26,19.45,-1.43,-0.32,9.63,96.69,-8.12,-2.5,20.7371,-103.4546,A
8.2,19.53,-2.08,-0.82,10.02,98.5,-8.12,-2.5,20.7371,-103.4546,A
8.28,19.27,-1.51,0.75,10.1,105.38,-8.0,1.69,20.7371,-103.4546,A
8.23,19.46,-1.31,2.89,9.18,102.94,2041.5,18.0,20.7371,-103.4546,A
8.21,19.46,-1.58,-0.4,9.22,102.0,-9.25,-2.19,20.7371,-103.4546,A
8.28,19.34,0.84,325.52,9.5,95.5,2.75,-14.88,20.7371,-103.4546,A
8.27,19.42,0.27,326.56,7.27,95.56,-7.06,-3.12,20.7371,-103.4546,A
8.24,19.48,-1.16,-0.52,9.66,96.31,-6.75,-3.25,20.7371,-103.4546,A
8.23,19.35,326.5,-0.56,9.67,96.31,-6.75,-3.25,20.7371,-103.4546,A
8.3,19.45,-1.2,-0.55,9.62,96.31,2033.25,-3.25,20.7371,-103.4546,A
8.2,19.46,-1.17,-0.53,9.67,96.31,-6.75,-3.25,20.7371,-103.4546,A
8.27,19.33,-1.2,-0.53,9.68,96.31,-6.75,-3.25,20.7371,-103.4546,A
8.28,19.46,-1.16,-0.54,9.66,96.31,-14.75,-3.25,20.7371,-103.4546,A
8.22,19.54,-1.21,-0.55,9.65,96.31,2041.25,-3.25,20.7371,-103.4546,A
8.26,19.33,326.5,-0.55,9.66,96.31,-6.75,-3.25,20.7371,-103.4546,A
8.27,19.42,-1.18,-0.55,9.68,96.31,2033.25,-3.25,20.7371,-103.4546,A
8.26,19.5,-1.19,-0.53,9.63,96.31,-6.75,-3.25,20.7371,-103.4546,A
8.27,19.37,-1.19,-0.54,9.63,96.31,-6.75,-3.25,20.7371,-103.4546,A
8.24,19.37,-1.19,-0.54,9.67,96.31,-6.75,-3.25,20.7371,-103.4546,A
8.25,19.54,326.48,-0.52,9.64,96.31,-6.75,-3.25,20.7371,-103.4546,A
8.25,19.39,326.48,-0.52,9.65,96.31,-14.75,-3.25,20.7371,-103.4546,A
8.25,19.37,-1.18,-0.52,9.65,96.31,-6.75,-3.25,20.7371,-103.4546,A
8.25,19.53,-1.19,-0.52,9.65,96.31,2033.25,-3.25,20.7371,-103.4547,A
8.3,19.34,-1.21,-0.53,9.69,96.31,-14.75,-3.25,20.7371,-103.4547,A
8.26,19.39,-1.17,-0.53,9.66,96.31,-6.75,-3.25,20.7371,-103.4547,A
8.17,19.52,-1.18,-0.54,9.67,96.31,-14.75,-3.25,20.7371,-103.4547,A
8.3,19.3,-1.22,-0.52,9.66,96.31,-6.75,-3.25,20.7371,-103.4547,A
8.26,19.45,-1.18,-0.55,9.67,96.31,-14.75,-3.25,20.7371,-103.4547,A
8.22,19.48,-1.19,-0.53,9.65,96.31,2041.25,-3.25,20.7371,-103.4547,A
8.3,19.33,-1.2,-0.52,9.64,96.31,-6.75,-3.25,20.7371,-103.4547,A
8.23,19.41,-1.18,-0.55,9.65,96.31,-6.75,-3.25,20.7371,-103.4547,A
8.25,19.52,-1.21,-0.53,9.63,96.31,2033.25,-3.25,20.7371,-103.4547,A
8.25,19.33,-1.19,-0.52,9.65,96.31,-6.75,-3.25,20.7371,-103.4547,A
8.29,19.42,326.52,-0.54,9.64,96.31,-6.75,-3.25,20.7371,-103.4547,A
8.23,19.48,-1.18,-0.53,9.67,96.31,-6.75,-3.25,20.7371,-103.4547,A
8.25,19.33,326.5,-0.54,9.66,96.31,-6.75,-3.25,20.7371,-103.4547,A
8.29,19.45,-1.18,-0.55,9.64,96.31,-14.75,-3.25,20.7371,-103.4547,A
8.18,19.53,-1.16,-0.54,9.67,96.31,-6.75,-3.25,20.7371,-103.4547,A
8.28,19.27,-1.18,-0.54,9.66,96.31,-6.75,-3.25,20.7371,-103.4547,A
8.27,19.42,-1.18,-0.52,9.67,96.31,-14.75,-3.25,20.7371,-103.4547,A
8.24,19.54,-1.19,-0.54,9.63,96.31,-6.75,-3.25,20.7371,-103.4547,A
8.26,19.35,326.49,-0.53,9.64,96.31,-6.75,-3.25,20.7371,-103.4547,A
8.24,19.45,-1.18,-0.56,9.67,96.31,2033.25,-3.25,20.7371,-103.4547,A
8.25,19.5,-1.18,-0.53,9.64,96.31,-6.75,-3.25,2.0667,-103.4547,A
8.3,19.35,326.5,-0.55,9.67,96.31,-6.75,-3.25,2.0667,-103.4547,A
8.26,19.44,-1.16,-0.54,9.63,96.31,2033.25,-3.25,2.0667,-103.4547,A
8.26,19.49,-1.19,-0.54,9.64,96.31,-6.75,-3.25,2.0667,-103.4547,A
8.23,19.34,-1.2,-0.54,9.62,96.31,-6.75,-3.25,2.0667,-103.4547,A
8.27,19.44,-1.18,-0.52,9.66,96.31,-6.75,-3.25,20.7371,-103.4547,A
8.21,19.45,-1.18,-0.53,9.66,96.31,-14.75,-3.25,20.7371,-103.4547,A
8.3,19.35,-1.18,-0.52,9.68,96.31,-6.75,-3.25,20.7371,-103.4547,A
8.29,19.46,-1.19,-0.52,9.64,96.31,-6.75,-3.25,20.7371,-103.4547,A
8.23,19.46,-1.16,-0.52,9.65,96.31,2041.25,-3.25,20.7371,-103.4547,A
8.3,19.38,-1.17,-0.54,9.65,96.31,-6.75,-3.25,20.7371,-103.4547,A
8.25,19.44,-1.2,-0.53,9.66,96.31,-6.75,-3.25,20.7371,-103.4547,A
8.23,19.5,-1.2,-0.53,9.65,96.31,-14.75,-3.25,20.7371,-103.4547,A
8.26,19.31,-1.19,-0.54,9.66,96.31,-6.75,-3.25,20.7371,-103.4546,A
8.29,19.42,-1.19,-0.53,9.66,96.31,-6.75,-3.25,20.7371,-103.4546,A
8.21,19.54,-1.17,-0.52,9.66,96.31,-6.75,-3.25,20.7371,-103.4546,A
8.19,19.35,-1.19,-0.54,9.66,96.31,-14.75,-3.25,20.7371,-103.4546,A
8.27,19.44,-1.21,-0.52,9.67,96.31,-6.75,-3.25,20.7371,-103.4546,A
8.23,19.5,-1.19,-0.53,9.65,96.31,-6.75,-3.25,20.7371,-103.4546,A
8.27,19.34,-1.17,-0.54,9.67,96.31,-6.75,-3.25,20.7371,-103.4546,A
8.27,19.44,-1.21,-0.52,9.64,96.31,2033.25,-3.25,20.7371,-103.4546,A
8.23,19.53,-1.2,-0.54,9.65,96.31,-6.75,-3.25,20.7371,-103.4546,A
8.28,19.34,-1.16,-0.54,9.63,96.31,2033.25,-3.25,20.7371,-103.4546,A
8.2,19.41,-1.17,-0.55,9.63,96.31,-14.75,-3.25,20.7371,-103.4546,A
8.27,19.53,326.5,-0.51,9.66,96.31,2033.25,-3.25,20.7371,-103.4546,A
8.28,19.28,-1.2,-0.53,9.66,96.31,2033.25,-3.25,20.7371,-103.4546,A
8.25,19.42,-1.17,-0.52,9.64,96.31,-6.75,-3.25,20.7371,-103.4546,A
8.24,19.49,-1.18,-0.54,9.65,96.31,-14.75,-3.25,20.7371,-103.4545,A
8.23,19.35,326.49,-0.52,9.65,96.31,-6.75,-3.25,20.7371,-103.4545,A
8.26,19.44,326.49,-0.54,9.65,96.31,-14.75,-3.25,20.7371,-103.4545,A
8.22,19.46,326.5,-0.53,9.65,96.31,-6.75,-3.25,20.7371,-103.4545,A
8.28,19.34,-1.17,-0.55,9.67,96.31,-6.75,-3.25,20.7371,-103.4545,A
8.27,19.48,-1.2,-0.54,9.65,96.31,-14.75,-3.25,20.7371,-103.4545,A
8.18,19.48,326.48,-0.53,9.64,96.31,-6.75,-3.25,20.7371,-103.4545,A
8.28,19.28,-1.2,-0.54,9.67,96.31,2041.25,-3.25,20.7371,-103.4545,A
8.24,19.39,-1.18,-0.54,9.64,96.31,-6.75,-3.25,20.7371,-103.4545,A
8.23,19.49,-1.16,-0.54,9.63,96.31,-14.75,-3.25,20.7371,-103.4545,A
8.26,19.34,-1.18,-0.53,9.66,96.31,2041.25,-3.25,20.7371,-103.4545,A
8.24,19.42,-1.18,-0.53,9.65,96.31,-6.75,-3.25,20.7371,-103.4545,A
8.26,19.52,-1.18,-0.54,9.65,96.31,2033.25,-3.25,20.7371,-103.4545,A
8.2,19.33,-1.2,-0.54,9.66,96.31,-6.75,-3.25,20.7371,-103.4545,A
8.27,19.38,-1.16,-0.54,9.65,96.31,-6.75,-3.25,20.7371,-103.4545,A
